btract,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea
1230.0,1206953.0,3894626.0,290806.0,3561754.0,17469.0,95905.0,0.0,0.0,0.0,150412.0
1231.0,1497732.0,2959492.0,310373.0,2571446.0,6184.0,76140.0,10541.0,800.0,0.0,213482.0
1232.0,1216272.0,3772780.0,661667.0,3108738.0,62311.0,225851.0,4291.0,50.0,113807.0,254157.0
1233.0,1853453.0,3068636.0,395499.0,2620827.0,145859.0,171076.0,0.0,0.0,0.0,72164.0
1234.0,748317.0,2618951.0,574021.0,2044930.0,299448.0,51040.0,102481.0,0.0,0.0,115932.0
1235.01,907715.0,3031564.0,312320.0,2607511.0,1449.0,33430.0,39720.0,37165.0,0.0,199685.0
1235.02,249191.0,854394.0,94313.0,760081.0,0.0,38093.0,3747.0,500.0,0.0,51973.0
1236.0,1981817.25,3927790.0,545632.0,3366859.0,356783.0,68470.0,37922.0,5000.0,0.0,77457.0
1237.0,1814534.0,2920323.0,439240.0,2462337.0,1000.0,68020.0,40430.0,0.0,0.0,329790.0
1238.01,5439945.0,8727911.0,1476872.0,7226370.0,177924.0,631270.0,406500.0,2375.0,0.0,258803.0
1238.02,490397.0,661538.0,661538.0,0.0,0.0,0.0,0.0,0.0,0.0,661538.0
1239.0,433084.0,1131058.0,174803.0,932109.0,0.0,30147.0,0.0,0.0,0.0,141356.0
124.0,926000.0,1450209.0,620.0,1449589.0,0.0,620.0,0.0,0.0,0.0,0.0
1240.0,25755290.0,95823.0,95823.0,0.0,0.0,0.0,0.0,0.0,0.0,95823.0
1241.0,1368744.0,4258283.0,532030.0,3712661.0,37177.0,109404.0,69906.0,1920.0,0.0,313623.0
1242.0,2237402.45,3107146.0,1307861.0,1642060.0,356412.0,73779.0,273136.0,86169.0,53660.0,459301.0
1243.01,684106.0,1775240.0,410253.0,1329309.0,5550.0,82904.0,3100.0,0.0,0.0,318699.0
1243.02,1872723.0,3474856.0,175096.0,3299760.0,42726.0,8554.0,0.0,0.0,0.0,123816.0
1245.0,1384190.0,5355384.0,584575.0,4745677.0,52479.0,300227.0,49760.0,0.0,0.0,182109.0
1247.0,1766151.0,3504331.0,662451.0,2792131.0,21523.0,38860.0,577354.0,0.0,24714.0,0.0
1249.0,370164.0,792002.0,394385.0,394284.0,16137.0,20730.0,0.0,0.0,0.0,357518.0
125.0,2028466.0,1515392.0,264572.0,1250820.0,115659.0,14000.0,0.0,0.0,0.0,134913.0
1251.0,997178.0,6105443.0,5388667.0,690056.0,426671.0,74804.0,59425.0,5853.0,4550.0,4722896.0
1253.0,1070144.0,3846390.0,326309.0,3496616.0,7299.0,246116.0,1780.0,0.0,0.0,71114.0
1255.0,4335968.0,7113940.0,4840780.0,2273160.0,224162.0,7643.0,33417.0,0.0,0.0,4575558.0
1257.0,918071.0,3118740.0,919199.0,2142687.0,198286.0,440499.0,43726.0,31763.0,0.0,204925.0
